Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
10/8/2018,208,222.25,206.85,216,215.15,4642146,10062.83
10/5/2018,217,218.6,205.9,210.25,209.2,3519515,7407.06
10/4/2018,223.5,227.8,216.15,217.25,218.2,1728786,3815.79
10/3/2018,230,237.5,225.75,226.45,227.6,1708590,3960.27
10/1/2018,234.55,234.6,221.05,230.3,230.9,1534749,3486.05
9/28/2018,234.05,235.95,230.2,233.5,233.75,3069914,7162.35
9/27/2018,234.55,236.8,231.1,233.8,233.25,5082859,11859.95
9/26/2018,240,240,232.5,235,234.25,2240909,5248.6
9/25/2018,233.3,236.75,232,236.25,236.1,2349368,5503.9
9/24/2018,233.55,239.2,230.75,234,233.3,3423509,7999.55
9/21/2018,235,237,227.95,233.75,234.6,5395319,12589.59
9/19/2018,235.95,237.2,233.45,234.6,234.9,1362058,3202.78
9/18/2018,237.9,239.25,233.5,235.5,235.05,2614794,6163.7
9/17/2018,233.15,238,230.25,236.4,236.6,3170894,7445.41
9/14/2018,223.45,236.7,223.3,234,233.95,6377909,14784.5
9/12/2018,216.35,223.7,212.65,221.65,222.65,4570939,10002.01
9/11/2018,222.5,225.4,214.85,216.35,216,3508990,7735.81
9/10/2018,222.5,235.15,220.65,221.05,222,7514106,17130.29
9/7/2018,221,224.5,219.1,223.15,222.95,1232507,2742.84
9/6/2018,224,225,218.2,220.95,221.05,1738824,3856.72
9/5/2018,222,224.6,215.2,222.1,222.4,3023097,6674.93
9/4/2018,238.2,238.2,222.6,223.45,223.7,3554859,8163.82
9/3/2018,236,243.55,235.05,236.85,236.7,5242852,12538.39
8/31/2018,237,239.75,232.95,234.65,234.3,3353833,7913.21
8/30/2018,235.35,237.3,232.1,237.3,236,1921327,4516.57
8/29/2018,233.85,237.7,232.7,234.2,234.55,1394661,3280.33
8/28/2018,237,239.3,231.3,232.9,233.35,2374782,5571.77
8/27/2018,231.8,239.35,231.05,236.8,237.05,1990020,4689.94
8/24/2018,234.5,237.2,230.2,231.5,231,1838417,4289.35
8/23/2018,240.3,240.6,233.1,235.5,235.45,1553953,3662.36
8/21/2018,246.9,246.9,239.25,240.9,240.55,3272005,7941.4
8/20/2018,244,247,243,244.7,245.15,1690225,4141.83
8/17/2018,240.8,244.5,239.2,242.7,243,2838238,6885.52
8/16/2018,236.05,242,235.95,240.35,239.35,2551480,6106.81
8/14/2018,235,238.5,235,237.4,237.55,1885288,4459.96
8/13/2018,233,236.45,232.25,235.2,234.55,1948583,4573.57
8/10/2018,237.3,237.95,231.1,233.65,233.55,2035594,4757.48
8/9/2018,236.65,239.85,235.3,237.25,237.3,1127248,2676.63
8/8/2018,237.25,240.5,235.05,236.35,236.35,1807313,4305.39
8/7/2018,241,241.55,235.3,237.5,237.6,1963538,4677.58
8/6/2018,235.15,240.45,234.15,240,239.5,2560616,6080.87
8/3/2018,236,239,232,235.2,234.65,3357945,7893.32
8/2/2018,232.5,238.05,230.4,235,235.45,5700851,13328.52
8/1/2018,248.7,254.95,234.35,235.1,235.65,13272609,32325.56
7/31/2018,243.4,249.65,241.5,247.1,246.9,4422342,10917.34
7/30/2018,243.7,247,240.9,243.65,242.2,1867720,4544.83
7/27/2018,241,243.95,239.15,242.5,242.25,1581985,3821.97
7/26/2018,235.9,242.95,234.5,239.5,239.1,3996921,9565.1
7/25/2018,248.5,248.5,235.8,236.05,236.9,2310430,5596.44
7/24/2018,244,249.2,241.9,246.3,246.3,2278457,5607.3
7/23/2018,238.9,244.25,235.25,243.05,243.3,2351769,5645.48
7/20/2018,231.25,240.95,231.25,238.9,238.6,3003282,7143.47
7/19/2018,239.7,243.3,228.6,232.5,233.1,4223216,9934.06
7/18/2018,248.4,249.6,232.7,238.1,238.65,3343525,8021.22
7/17/2018,241.55,251.85,240.3,247.5,247.9,3158004,7794.77
7/16/2018,257.9,257.9,242.1,243.9,243.25,3454849,8566.75
7/13/2018,265,265.75,257.55,258.3,258.9,3357333,8804.57
7/12/2018,270.4,272.45,264.35,264.5,265.2,2250217,6045.37
7/11/2018,274.8,275.45,267.45,270,269.8,1407688,3811.57
7/10/2018,275.9,277.8,272.55,274.55,274.75,1284523,3532.63
7/9/2018,268.25,276.2,267,275.3,275.25,2267486,6168.1
7/6/2018,269.8,273.25,265.7,266.2,266.3,2022333,5443.53
7/5/2018,277.45,282.4,270,271.8,271.25,2338411,6459.01
7/4/2018,281,281,275.35,277.7,277.3,3598212,9999.82
7/3/2018,264.5,284.5,262.7,280.1,281,6676660,18483.41
7/2/2018,271,273.1,263.25,264.5,264.45,3661633,9740.9
6/29/2018,262.7,270.15,262.7,269.2,269.35,2077927,5519.02
6/28/2018,263,268.25,261.45,265.05,263.95,4511203,11917.5
6/27/2018,265.1,268.4,261.2,263.15,265.6,2234204,5905.05
6/26/2018,264.8,269.7,263.3,264.6,267.35,2208389,5886.61
6/25/2018,260.1,266.95,260.1,264.55,264.5,2103452,5563.82
6/22/2018,257.9,263.55,256.45,261.95,262.1,2459832,6442.71
6/21/2018,258.05,262.35,255.5,258.15,258.2,3020580,7806.4
6/20/2018,263.7,264.75,257,260.55,260.85,3367252,8755.18
6/19/2018,274.65,274.65,266.05,267,267.05,6224725,16640.21
6/18/2018,271.55,276.85,269.15,274.9,275.35,1541522,4214.24
6/15/2018,279.15,281,271.45,272.2,272.15,3133233,8614.03
6/14/2018,269.8,278.75,268.2,278,277.8,3646744,10067.32
6/13/2018,267,270.5,265.35,270,269.6,1232644,3311.87
6/12/2018,262.75,268.4,262.75,267.2,267.6,1206633,3209.4
6/11/2018,265.6,271.25,262.7,263.25,263.7,3538690,9470.3
6/8/2018,263.7,269.35,263.55,266.7,266.95,1104173,2945.64
6/7/2018,266.9,269.7,263.3,267,267.1,1527128,4075.26
6/6/2018,262.75,266.7,260.35,265.55,265.75,2052017,5408.38
6/5/2018,255.5,264.7,254.8,264.2,263.75,4208120,11030.56
6/4/2018,265,265.4,253.5,255.5,255.25,1819147,4706.54
6/1/2018,269.7,269.7,258.55,265.1,263.25,2622839,6920.49
5/31/2018,267,272,260.7,269.05,269.2,3469905,9239.62
5/30/2018,254,266,253.2,265.7,264.5,4154146,10876.9
5/29/2018,257.4,262.7,257,257.9,257.5,2235734,5803.91
5/28/2018,254.7,262.2,254.65,260.7,260.65,2649349,6862.75
5/25/2018,252.2,259.4,252.2,258.5,257.85,2071496,5324.08
5/24/2018,251,255.5,247.3,255,254.5,2921253,7380.24
5/23/2018,246.5,252.35,245.55,250,250.2,4295785,10726.5
5/22/2018,244,251.1,244,247.6,247.15,3175432,7874.05
5/21/2018,244.1,248.35,240.55,244,243.55,3180360,7762.71
5/18/2018,248.3,248.95,243.35,245.1,244.7,3297714,8103.65
5/17/2018,243.5,249.3,242.5,247.5,247.5,7108750,17573.66
5/16/2018,240,245.6,237.25,241.4,241.1,6328483,15295.87
5/15/2018,256.45,259.5,240.75,242.45,242.65,9298329,23074.68
5/14/2018,280,281.35,251.85,257,255.9,16822847,43913.37
5/11/2018,284.4,290.5,284.4,287,287.5,1974327,5685.22
5/10/2018,292.95,293,283.45,284.15,285.25,1446384,4157.17
5/9/2018,289.6,294.35,288.6,292,292,1820409,5311
5/8/2018,296,296.2,287.25,289.5,289.7,1720983,4998.87
5/7/2018,288.8,295.5,287,295.05,294.2,1848551,5387.46
5/4/2018,287.05,291.5,282.3,287.9,287.8,1399442,4014.1
5/3/2018,292.75,292.75,283.1,286.45,286.65,2561225,7355.63
5/2/2018,297.4,300,289.4,293,292.75,1857277,5479.6
4/30/2018,293.9,298.5,292.05,297.85,297.55,3046154,9025.87
4/27/2018,293.45,294.4,291.05,291.4,292.1,1858644,5443.94
4/26/2018,292.5,293.65,288.75,291.2,291.2,4942803,14401.35
4/25/2018,283.05,291.25,282.05,289.1,289.1,4804882,13808.09
4/24/2018,283,288,281.8,283.7,283.15,2131466,6075.2
4/23/2018,287.7,287.8,282.65,283.2,283.6,1687369,4794.16
4/20/2018,285.95,288.8,283.65,286,286.3,2523492,7225.36
4/19/2018,286,288.65,283.6,285.55,286.2,2434183,6966.56
4/18/2018,282.3,287.45,279.25,285.35,284.1,4719061,13416.32
4/17/2018,282,285.25,277.5,280.6,280.95,5799262,16355.69
4/16/2018,274,280.2,272.55,279.4,279.65,3030999,8371.24
4/13/2018,274,277.35,271.75,275.7,275.5,2196800,6024.34
4/12/2018,273.9,277.8,271.65,273.9,273.85,2149205,5896.21
4/11/2018,276.1,276.35,271.5,273.85,273.85,1996390,5454.47
4/10/2018,280.2,280.7,274.1,275.8,275.5,2190930,6065.36
4/9/2018,275,281.65,273,276.75,277.8,4623765,12889.29
4/6/2018,274.8,275.65,271,272.7,272.7,1852060,5047.58
4/5/2018,274.55,277,271.5,273,273,2658707,7260.79
4/4/2018,276.7,279.05,269.55,270.15,270.25,3283985,8975.77
4/3/2018,276,277.55,271.7,275.3,274.8,2613360,7162.95
4/2/2018,259.35,278.4,259.35,277.45,276.95,6610831,17918.02
3/28/2018,261.25,264,257.5,259.15,258.75,2283408,5951.18
3/27/2018,264,265.75,260.75,264,263.8,3071911,8092.83
3/26/2018,258.05,263.5,253.7,263.45,262.2,2440719,6332.93
3/23/2018,251.05,258.9,250,258.2,257.9,2297852,5859.45
3/22/2018,264.65,264.65,257.6,259.1,258.85,1681596,4369.46
3/21/2018,265.3,266.3,262.15,262.9,263.2,1477158,3901.51
3/20/2018,259.7,263.65,255.1,263.3,262.05,2855717,7453.21
3/19/2018,272.6,273,258.35,260.65,260.6,3665423,9640.91
3/16/2018,280.8,282.7,271.05,272.55,272.4,2762357,7633.86
3/15/2018,278,284.4,277.25,279.55,279.6,2877987,8081.81
3/14/2018,275.25,281.25,275.25,279,278.5,2056369,5729.14
3/13/2018,278.05,281.3,273.2,278.2,278.2,3095190,8590.75
3/12/2018,270,276.65,269.7,276,276.05,2583575,7052.02
3/9/2018,275.9,275.9,266.6,268.5,268.35,1614381,4376.16
3/8/2018,270.5,274.2,265,273.15,273.4,2246589,6068.8
3/7/2018,272,274.45,265.15,268.9,268.9,4847214,13070.84
3/6/2018,276.7,283.1,271.45,272.5,274.15,6601857,18367.89
3/5/2018,274.8,276.95,270.55,276.6,275.65,4680138,12811.25
3/1/2018,275,277.35,274.1,275.45,274.85,2322191,6392.67
2/28/2018,273,277,272,275.4,275.5,2808234,7727.14
2/27/2018,275,279.7,273.1,275.4,275,4778178,13208.65
2/26/2018,273.55,274.8,271.55,274.8,273.5,3672359,10027.43
2/23/2018,264.2,271.9,263,271.2,270.7,3895920,10479.23
2/22/2018,265.95,269.9,261.1,262.9,262.15,5466484,14389.22
2/21/2018,265,268.85,262.2,266.5,266.6,3638163,9678.53
2/20/2018,268.7,274.2,261.65,263,262.85,5120799,13695.83
2/19/2018,277,277.05,263,269,267.95,2620461,7022.82
2/16/2018,280.25,282.75,274.2,275.5,275.6,1925414,5331.07
2/15/2018,284.35,285.25,276,279.85,279.05,1807307,5082.79
2/14/2018,287.95,289,280.9,281.5,281.95,2455660,7003.26
2/12/2018,282.4,289.6,279.7,284.25,285.1,4583181,13079.39
2/9/2018,271.1,279.8,271.1,278.65,278.25,3121544,8655.43
2/8/2018,282,286.5,276.1,280.4,280.45,5863983,16553.84
2/7/2018,270,284.4,270,279.65,280.15,8055761,22500.69
2/6/2018,259,270.3,253.25,266,266.7,7044561,18431.55
2/5/2018,265.1,276.9,255.15,275.5,273.1,6833906,18386.99
2/2/2018,284,285,260.25,274.6,274.85,6697007,18375.08
2/1/2018,290.25,294.9,278.6,289.55,288.35,4593306,13229.01
1/31/2018,302.9,303.7,286.1,291.15,290.65,5397599,15929.24
1/30/2018,300.95,307.3,299.45,304,304,2590100,7871.4
1/29/2018,305.25,306.8,300.7,301.3,301.8,1806919,5489.77
1/25/2018,304,311.25,301.65,305.3,304.25,3631793,11123.41
1/24/2018,306,310.7,302.8,303.7,304.25,2154759,6585.37
1/23/2018,310.7,310.7,304.05,307.7,307.2,4416130,13560.72
1/22/2018,307.05,314.95,306.6,309,308.85,3278437,10171.94
1/19/2018,306,310,300.95,309.9,308.35,3653286,11183.31
1/18/2018,315.05,315.75,301.4,304.5,305.45,3408593,10502.65
1/17/2018,313.85,317,307.55,314.05,313.55,3742677,11717.46
1/16/2018,323,326.9,311.45,317.6,316.4,4683847,14922.72
1/15/2018,327.7,328.75,321.65,323.7,323,4519030,14701.51
1/12/2018,315.05,328.35,315,325.95,325.75,14484043,46643.39
1/11/2018,314,316.7,311.8,313.1,313.3,3481728,10911.99
1/10/2018,315,319.1,312.55,314.25,314.1,2517494,7944.49
1/9/2018,317.6,319.65,314,314.7,315.3,2411068,7628.8
1/8/2018,314.65,319.2,312.2,317.45,317.6,2171903,6855.32
1/5/2018,312.3,315.85,310.35,312.85,312.95,1896601,5938.16
1/4/2018,312,313.5,307.25,312.3,312.25,2703849,8380.41
1/3/2018,311.9,315.15,310.15,310.95,311.2,2073353,6469.92
1/2/2018,314.3,314.95,307.55,310.7,311.15,2014415,6252.42
1/1/2018,317.75,317.8,311.8,313.45,312.9,1602814,5040.75
12/29/2017,308.05,318,306.35,316.05,316.4,6874520,21586.26
12/28/2017,306.5,309.3,303.55,306.8,306.6,4620000,14164.22
12/27/2017,305.5,308.8,302.5,305.65,305.55,3315278,10164.51
12/26/2017,303.7,307.7,300.55,305.5,305.95,3956481,12073.55
12/22/2017,301,306.35,299.7,302.8,302.75,4703911,14271.47
12/21/2017,302.25,303,298.15,300.2,300.15,2280137,6845.56
12/20/2017,301,303.8,297.75,302,300.85,4692403,14149.92
12/19/2017,292,301.45,291.7,300.7,300.65,8383608,24973.97
12/18/2017,280,293.95,275.1,291.6,290.85,5912782,17013.97
12/15/2017,289,289.95,286.15,287.1,286.85,3036814,8735.39
12/14/2017,288,288.25,279.2,284.5,284.3,5575066,15810.93
12/13/2017,290,292.5,282.2,284.8,284.45,6799578,19574.91
12/12/2017,298.6,298.6,286.65,287.45,287.8,6874578,20150.22
12/11/2017,290,299.55,285.9,297.85,298.35,8045275,23729.27
12/8/2017,287.55,289.9,285.05,288.05,288.45,4297335,12354.21
12/7/2017,276,284.85,275.65,284.8,284,3820082,10662.6
12/6/2017,278.9,282.95,273.6,275.3,274.95,4358618,12100.11
12/5/2017,279.4,283.75,278.15,280.4,279.95,4876970,13694.44
12/4/2017,285,286.5,276.4,280.3,279.05,5784862,16212.97
12/1/2017,288.45,293.6,282.6,284,283.55,7150041,20637.33
11/30/2017,278.9,292.2,277.55,288.1,287.1,9944314,28436.36
11/29/2017,287.3,290.65,278.3,279.05,280.2,6464166,18367.29
11/28/2017,277,289.8,276.5,287.2,287.75,11258640,32227.87
11/27/2017,277.5,278.4,274.3,277.75,277.45,2208868,6106.05
11/24/2017,275.05,280,275.05,277.2,278.7,3855810,10704.91
11/23/2017,273.15,276.95,270.5,276.25,274.8,3371088,9240.31
11/22/2017,273.5,275.85,267.75,275,274.05,5015906,13645.79
11/21/2017,275.9,280.75,271.15,273.5,273.15,12063135,33327.37
11/20/2017,261.15,276.25,259.25,275.15,274.9,13458563,36047.39
11/17/2017,252.25,260.8,250.8,258.95,259.9,6857865,17611.63
11/16/2017,254,254.65,247.2,251.25,251.95,6292626,15781.35
11/15/2017,237.9,253.35,237.9,252.15,250.9,17805319,44321.86
11/14/2017,234.7,248,228.4,246.4,246.7,15847309,37901.49
11/13/2017,236.3,239.8,232.85,233.95,234.4,2923051,6914.92
11/10/2017,240.7,244,234.65,236.3,236.15,7726311,18509.13
11/9/2017,225.8,241.6,225.3,239.85,240.45,11299727,26521.93
11/8/2017,226,228,222.55,225.4,224.5,3299527,7424.32
11/7/2017,235,235.5,221.3,225,225,5306883,12105.05
11/6/2017,224.9,236.9,224,234.45,234.7,6994467,16298.62
11/3/2017,227,227.9,224.35,225.5,225.3,1920643,4331.7
11/2/2017,227.9,231.25,223.4,226.95,226.35,7866167,17834.16
11/1/2017,226.95,231.4,226.35,228,227.8,3608627,8238.83
10/31/2017,226.95,228.25,223.15,227.5,226.95,5175219,11696.96
10/30/2017,225,230.25,222.5,226.5,226.8,13953152,31569.51
10/27/2017,211.3,221.8,209.75,221.7,220.5,8891566,19257.33
10/26/2017,204.95,210.85,203.4,209.7,209.8,4964383,10341.97
10/25/2017,211,211.5,203,205,205.3,2640192,5437.31
10/24/2017,204,210.25,203.55,209.7,209.65,3568231,7402.2
10/23/2017,205.5,207.45,202.6,203.75,203.1,2952899,6030.3
10/19/2017,207.9,207.95,203.7,203.85,204.6,532661,1095.73
10/18/2017,211.45,211.45,205.6,207.5,206.8,4687271,9730.6
10/17/2017,210.4,213.35,209.05,210.55,210.3,3269191,6898.79
10/16/2017,210.3,211.85,207.1,209.4,209.6,2658347,5563.4
10/13/2017,211,214.2,209.25,210,210.25,3171251,6713.26
10/12/2017,211,212.9,208,212,212,3902627,8224.13
10/11/2017,209.45,216,205.6,209.75,209.4,6891689,14629.38
10/10/2017,209.5,211.15,207.7,208.5,208.45,2125747,4448.8
10/9/2017,209.65,211.35,207.65,208.25,208.3,1653094,3454.22
10/6/2017,210,212.25,208.65,209.6,209.6,2534607,5332.72
10/5/2017,204.95,210.55,204.55,210.5,209.45,2228532,4637.19
10/4/2017,207.3,207.7,203.15,205.7,204.95,1964885,4032.28
10/3/2017,207.25,210.55,205,206.85,206.45,1985873,4118.57
9/29/2017,204.5,209.9,203.4,206.6,205.8,3721338,7700.44
9/28/2017,199.05,204.5,198.7,204,203.15,4602566,9312.65
9/27/2017,206.5,207,196.65,198.5,198.6,3331256,6727.73
9/26/2017,196,206.45,195.3,204.95,204.65,5546594,11185.5
9/25/2017,201.45,202,192.3,197,196.65,4019965,7877.39
9/22/2017,211,211,200,201.2,201.15,3851873,7911.13
9/21/2017,214,214.8,207.3,213.5,212.2,2914695,6159.43
9/20/2017,216.4,216.85,213.1,213.65,213.7,2906933,6234.53
9/19/2017,213,220.2,212.85,216.4,216.2,9580786,20840.29
9/18/2017,212.65,215,210.7,213.45,213.3,2491966,5303.92
9/15/2017,211,213.7,208.85,210.1,210.55,2608124,5500.51
9/14/2017,208.5,213.8,207.35,212.5,212.05,2980684,6266.23
9/13/2017,214.65,214.95,206.2,208.8,207.3,4637092,9768.64
9/12/2017,212,213.65,210.15,211.7,212.05,4884083,10349.32
9/11/2017,209.2,211.05,207.3,209.4,209.25,3393087,7098.12
9/8/2017,206.1,210.8,205.45,206.55,206.9,6430260,13393.1
9/7/2017,207.95,209.3,204.8,205.4,205.75,5862028,12129.82
9/6/2017,195.1,207.2,194.6,206.5,205.95,14490021,29584.24
9/5/2017,194.3,197.4,193.3,197.15,196.7,3442385,6738.89
9/4/2017,198,198.4,190.5,193.3,193.3,4372250,8461.6
9/1/2017,198.25,200.65,196.3,197.8,197.6,3401210,6743.59
8/31/2017,198.5,200.7,196.1,198.2,198,7760949,15413.6
8/30/2017,193,198.15,192.35,197.5,197.05,7173447,14034.74
8/29/2017,192.95,197.5,189.35,190.55,190.35,5679382,10969.25
8/28/2017,195,196.3,192.05,193.9,193.3,3684762,7147.52
8/24/2017,197.3,198.3,193.7,194.2,194.25,4587179,8960.23
8/23/2017,191.5,197.45,189.15,196.75,196.55,7522673,14522.9
8/22/2017,197.15,199.5,188.85,190.6,189.85,7466196,14417.1
8/21/2017,196.65,203,194.4,196.5,196.15,15744338,31403.67
8/18/2017,189.8,196.4,188.05,195.7,194.4,10030010,19308.69
8/17/2017,194,197.4,189.8,190.9,190.6,10381703,20050.09
8/16/2017,182.5,196.75,181.5,194,193.85,29191015,55755.08
8/14/2017,166,180.3,165.1,177.3,178.75,9368807,16312.73
8/11/2017,155.1,164.8,152.05,163.4,164.2,6027593,9628.51
8/10/2017,161.85,163.5,153.2,157.3,156,2470478,3921.42
8/9/2017,165.5,166.9,160.45,161,162.1,1267995,2082.83
8/8/2017,171.8,171.8,165.6,166.25,166,2372930,3988.91
8/7/2017,167,171.7,167,170.5,170.45,2548868,4339.35
8/4/2017,164.7,167.6,163.85,166.35,166.45,2298689,3815.79
8/3/2017,165.95,169.4,164.5,167,166.65,2895078,4845.26
8/2/2017,168,168.55,164.2,164.85,165.1,2009220,3334.75
8/1/2017,171,171.75,166.75,167.8,167.5,2140964,3622.9
7/31/2017,169.5,172.4,168.35,170.1,169.55,1896521,3230.5
7/28/2017,167.9,170.65,166.85,168.85,169.15,2290563,3860.48
7/27/2017,173.85,173.85,167.7,168.4,168.4,2370296,4031.92
7/26/2017,172,175.35,170.75,172.35,172.2,3803339,6583.98
7/25/2017,170.5,172.25,169.2,171.7,171.15,2103806,3600.42
7/24/2017,172.2,174.3,169.45,170.4,170,2636591,4536.3
7/21/2017,171.9,173.85,169.7,172.5,172.2,4670938,8039.92
7/20/2017,175.4,176.25,170.3,171,171.3,2791324,4827.35
7/19/2017,173.8,177.4,173.7,175.1,175.15,4161102,7313.99
7/18/2017,176.1,178.7,173.05,173.95,173.75,3264325,5734.23
7/17/2017,174.25,179.3,172.6,176.95,177,4882663,8646
7/14/2017,175.9,175.9,172.05,174.25,174.2,2831387,4932.13
7/13/2017,175.35,176.7,171.2,174.75,175.4,5222043,9084.43
7/12/2017,171.05,174.8,169,173.35,173.75,10623109,18368.34
7/11/2017,167.05,172.8,167.05,169.25,169.5,12571250,21392.59
7/10/2017,159,167.85,157.1,167.2,166.55,4761386,7866.08
7/7/2017,153.15,158.9,153.1,157.65,157.75,6442241,10106.02
7/6/2017,156.5,157.8,152.75,153.25,153.35,4873097,7546.37
7/5/2017,151.5,157.1,150,156.3,156.15,5849123,9038.88
7/4/2017,153.7,154.15,149.75,150.1,150.05,3080845,4670.92
7/3/2017,152.5,155.65,150.75,151.65,151.6,8680232,13243.65
6/30/2017,148,151.7,147.1,150.5,150.65,1854572,2787.02
6/29/2017,149.95,151.7,147.9,149.5,148.5,2280933,3427.43
6/28/2017,147.25,150.2,146.4,149,149.15,2135161,3171.42
6/27/2017,151.15,151.95,145.75,147.4,147.35,1465569,2168.84
6/23/2017,154.6,155,149.8,151.3,151.15,1980476,3003.79
6/22/2017,157,158.6,154,154.2,154.75,2216575,3452.47
6/21/2017,156.8,159.4,156.05,156.65,156.8,2770731,4366.89
6/20/2017,156.75,158.65,155.55,156.6,156.85,1212404,1905.12
6/19/2017,159,159.55,155.9,156.3,156.4,1362450,2137.51
6/16/2017,159.95,161.8,157.7,157.8,158.2,1968954,3144.41
6/15/2017,158.45,162.75,157.6,158.75,159.1,3647423,5845.75
6/14/2017,156.95,160.45,155.05,158.15,158.45,4815053,7637.53
6/13/2017,152.45,157.7,151.7,155.75,156.45,3463217,5359.78
6/12/2017,153.5,154.5,151.75,151.8,152.1,1438107,2198.67
6/9/2017,154.9,155.65,152.8,154,154.4,1319642,2033.52
6/8/2017,155.1,156.9,153.4,154.2,154.6,1479812,2293.76
6/7/2017,152.65,156.4,152.4,155.1,155.55,1943703,3006.86
6/6/2017,155,155.65,152.2,152.5,153,1290705,1983
6/5/2017,155.05,156.5,152.9,154.8,154.95,1647207,2549.95
6/2/2017,153.1,158.35,152.15,154.6,154.85,3603942,5621.37
6/1/2017,148.35,154,148.25,153.05,152.4,2952069,4485.21
5/31/2017,148.55,151,147.55,149.7,149.4,3325237,4964.89
5/30/2017,145,146.2,143.7,145.45,145.55,1513053,2196.49
5/29/2017,147.2,147.5,143.9,144.9,145.4,977041,1425.46
5/26/2017,144,147.25,143.5,146.9,146.9,1417686,2068.14
5/25/2017,143.45,144.65,142.1,143.25,143.05,1842806,2641.78
5/24/2017,145.2,146.1,140.2,142,141.7,1755862,2511.75
5/23/2017,148.05,148.4,143.65,144.7,144.75,1355129,1972.13
5/22/2017,149.8,151.15,147.2,147.95,147.8,1098727,1636.02
5/19/2017,149.5,153.8,148.35,149.3,149.5,2744849,4157.98
5/18/2017,152,152.6,147,147.1,147.5,1233917,1847.07
5/17/2017,154,154.65,152.5,152.5,152.85,1161590,1779.67
5/16/2017,154.6,155.45,153,153.85,154.45,1306020,2013.41
5/15/2017,152.65,155,152.45,154.55,154.6,1012554,1558.96
5/12/2017,154,154.75,151.65,152.6,152.65,940916,1435.63
5/11/2017,155,156.2,153.2,153.75,154,589464,910.88
5/10/2017,154.9,156.35,153.9,154.65,154.85,1186929,1838.9
5/9/2017,153.2,155.15,152.55,154,154.05,939148,1444.34
5/8/2017,152.8,154.15,151.95,152.45,152.6,1239593,1897.26
5/5/2017,156.5,156.5,151.1,152,152.3,1349536,2073.09
5/4/2017,156.3,158.3,154.8,155,155.35,1653237,2581.07
5/3/2017,158.85,158.85,155.55,156.25,156.2,1523044,2385.92
5/2/2017,154.3,161.45,153.75,157.5,157.7,6827849,10835.58
4/28/2017,153.4,154.7,152,152.8,153.1,1132516,1736.48
4/27/2017,155,155.4,151.55,152,152.1,1388038,2122.54
4/26/2017,152.45,156.6,151.6,154.05,153.75,4161713,6433.14
4/25/2017,152.4,153.15,151,151.6,151.7,945527,1437.23
4/24/2017,151,153.25,151,151.5,151.95,1079887,1642.96
4/21/2017,153.5,153.9,149.7,151.2,151.3,1293698,1966.07
4/20/2017,150.25,153.6,150.25,152,152.15,1540540,2346.43
4/19/2017,147.9,150.8,147.5,150.6,150.2,1092317,1632.17
4/18/2017,149.1,152.5,147.5,147.7,148.15,1563947,2356.03
4/17/2017,151,151,148.55,149.05,149.45,830703,1242.12
4/13/2017,152,153,149.8,150,150.5,1272204,1929.81
4/12/2017,153.95,153.95,150.3,151.8,151.75,1907247,2899.6
4/11/2017,151.5,153.75,151.05,153.7,153.4,2064221,3146.21
4/10/2017,151.5,152.25,149.4,150.55,150.95,1857915,2800.01
4/7/2017,152.8,154.45,150,150,150.6,1444642,2202.25
4/6/2017,152.9,154.35,151.25,152.55,153.05,2295942,3509.67
4/5/2017,152.8,154.8,151,152.75,152.65,2011288,3079.38
4/3/2017,150.65,153.5,150.3,151.3,151.9,1788548,2722.96
3/31/2017,151.45,152.1,150.1,150.5,150.55,1193137,1803.31
3/30/2017,151.45,152.75,149.7,150,150.15,3022795,4557.84
3/29/2017,151.7,153,149.5,150.1,150.6,2092924,3168.41
3/28/2017,149.9,153.9,148,153,150.55,2740120,4110.55
3/27/2017,151,151.9,148,148,148.6,2933289,4381.41
3/24/2017,152.9,153.15,150.5,150.85,151.15,3485991,5286.28
3/23/2017,143.9,152.5,143.2,151.7,151.6,6422298,9552.1
3/22/2017,145.55,145.55,142.2,142.75,143.1,2306755,3313.05
3/21/2017,147,148.45,145.1,145.6,145.9,2955856,4332.96
3/20/2017,144.8,147.45,144.8,146.55,146.45,2675495,3920.26
3/17/2017,145.7,145.7,142.25,144.5,144.8,1898811,2738.14
3/16/2017,141.6,145.5,141.35,144.45,144.7,3987646,5746.46
3/15/2017,139.6,142.1,139.3,140.95,140.9,1279451,1805.03
3/14/2017,140.2,140.4,138.6,139.6,139.5,838219,1169.88
3/10/2017,140.85,142.25,136.75,137.15,137.1,1671172,2322.75
3/9/2017,140.6,142.35,140.2,140.6,140.8,1073015,1515.67
3/8/2017,142.4,143,140.05,140.8,141.4,1103877,1561.79
3/7/2017,143,144.15,142.2,142.4,142.75,727617,1040.72
3/6/2017,143.95,145.2,142.1,142.8,143.25,2043052,2933.15
3/3/2017,141.1,144.2,140.1,143.25,143.35,1672938,2381.46
3/2/2017,145.45,145.75,140.05,141.1,141.1,1765255,2518.52
3/1/2017,138.5,145.8,138.25,144.1,143.6,4919352,7066.2
